text,source,TOXICITY,IDENTITY_ATTACK,INSULT,THREAT
Strong character?...strong character? Anybody as bitter as she is for being a sore loser has no character! ,toxic-user,0.8060606,0.12891771,0.9045119,0.043085914
She doesn’t remember her clothes or his clothes or the house or how she got there or what songs they were playing or what exact date. This is nothing but weaponizing me too with false accusations for ulterior motives. But if Fiberals can defend #antifa terrorists this is nothing. ,toxic-user,0.23970522,0.18383309,0.25438473,0.087060176
She makes me sick. She uses these confirmation hearings and investigations to campaign and for photo ops. She is a junior Senator that is way out of her league. ,toxic-user,0.48951834,0.111615956,0.6285443,0.085195184
He needs to be removed from his position. Children have and are being abused and he is covering it up!! ,toxic-user,0.45073006,0.16087484,0.31303585,0.84040344
Why did the democrats have to jam far left liberal judges down conservatives throat? Every liberal judge should be investigated all the way back to grade school. The only lowlife here is you. ,toxic-user,0.4620678,0.34366927,0.52975726,0.49719375
Oh The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they won’t vacillate like Trump. You and are done deceiving America. ,toxic-user,0.15253796,0.07584165,0.17885278,0.10682023
Anyone surprised? #CloserNation #MAGA #QAnon URL ,toxic-user,0.10676837,0.06808793,0.08303507,0.08054101
Fuck you I’ll put hot sauce on a slice of pizza again for you ,toxic-user,0.95950073,0.31822148,0.80613285,0.7640446
Very pathetic man ! ,toxic-user,0.9017868,0.17434907,0.9481788,0.12008551
He is one who should Not own a gun-Such a lost soul—All he Needs is Jesus Christ ✝️ ,toxic-user,0.27667657,0.36152822,0.24102677,0.17611475
They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment. ,toxic-user,0.8333595,0.6280435,0.8453147,0.8763936
That’s a people Chicago hell gun control works in their town ,toxic-user,0.40311968,0.2746848,0.27385694,0.6762274
"UNHINGED."" No, he's just a fat POS slob who lucked out going against conservatives making tons of money in the process, as an opertunist. A very smart opertiunist who knows how to USE &amp; shovel BS to the liberal left. It's good business these days &amp; he's EATING it all up."" ",toxic-user,0.53464884,0.37900347,0.6473949,0.19870606
Maybe we do need gun control. Lefties can not handle the responsibility. ,toxic-user,0.2403725,0.22480553,0.20038508,0.44837493
A Divided Self or “My Name is Legion” Demon possession overall is marked by a loss of freedom. The Gadarenes are Us URL #ergnews #antinazigr #antifagr #antifa #Stopthehate #GoldenDawn #GDtrial #JesusChrist #JesusSaves #JesusIsLord #JesusIsGod #prayers #hope URL ,toxic-user,0.24691747,0.39582762,0.23879908,0.20886019
What shitty wipers you have ,toxic-user,0.9498011,0.41908956,0.8814179,0.19778948
#Leftists and #Commies in the #USA are going to get a little bit riled up me thinks?! 😆 #MAGA #MBGA #MCGA #Socialists #Lefties #Conservatives #Patriots #MEGA #Trump #Democrats #Republicans URL ,toxic-user,0.43583724,0.39621434,0.47319117,0.18819298
He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a dick... Obviously. ,toxic-user,0.91701,0.254318,0.86702913,0.07544924
"The perpetrator is responsible for his own actions but you are ignoring that Maxine Waters &amp; others are inciting violence. Do consider she said that they should not be able to eat, shop or do anything in peace""... how would one survive without being able to trade?"" ",toxic-user,0.19289616,0.123552844,0.23543622,0.098241284
Fake Queen! ,toxic-user,0.40376255,0.14719273,0.44498584,0.0900433
So why even make the specification when I tell you gun control did nothing to stop your homicide rate? ,toxic-user,0.12997489,0.04824173,0.06467831,0.43469742
I agree. There are obese people trying to change the way they are. Good luck to them. Not lazy. Tess_Holliday is doing the opposite. She is actively promoting that its good and beautiful to be obese. Its not. And its down to being lazy and greedy. Simple science ,toxic-user,0.35513872,0.16358171,0.48328272,0.08810911
I told myself this but no matter how much I try life keeps biting me in the ass ,toxic-user,0.9480856,0.18833892,0.52443576,0.44533
Do you know why this shameless muslim socialist is still so arrogant and believes in himself thst he thinks he is such a good politician? I’ll tell you why. So many “Stupid American Voters” per Gruber that are so gullible! ,toxic-user,0.9017987,0.8764137,0.9461886,0.14758973
I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable. ,toxic-user,0.6656818,0.46959797,0.773178,0.2561723
HYT ENEMY OF THE PEOPLE ,toxic-user,0.35804093,0.2775988,0.28580496,0.3465993
We have the real facts......you suck pussy grabber MOTHER Fucker ,toxic-user,0.9590135,0.68616843,0.894919,0.39595494
What about Trumps promise on the border wall or do we pay for his lie what about gun control and innocent lives taken ,toxic-user,0.25929502,0.07812446,0.3008314,0.32518122
10kids from different women from this American jobless men? Nigerian men you are the bomb!!! ,toxic-user,0.6364068,0.73029643,0.5359602,0.7592869
Every one is on these social media platforms arguing about who is racist and who isn't while the powers that be manipulate it to push their agendas and gain power. And shit. I know exactly what ur saying im pretty liberal guy and i can't stand the racism discussions. ,toxic-user,0.77065873,0.6350989,0.7037673,0.19576879
Didn't me too woman molest a young boy. And the next day they were forgiving her. Hypocrisy thrives in celebrity circles. ,toxic-user,0.53490317,0.29622528,0.660731,0.2644521
#UnsealTheDeals of #Congress Sexual Assault #SlushFunds NOW pls 🙏 #MAGA bc #WeThePeople WANT to Know! The #Hypocrisy of #DoubleStandardDEMs is SICKENING! 👈 #DeclassifyFISA 👈 #DeclassifyRelease302sUnredacted 👈 &amp; #DeclassifyPOWsDocuments while yr at it. 👍 #DarkToLIGHT URL ,toxic-user,0.6364068,0.4070938,0.63793486,0.2374799
you are absolutely right i am a Fool ,toxic-user,0.5876557,0.14175509,0.698396,0.13587096
fuck russ 110% ,toxic-user,0.95900244,0.5046245,0.7867099,0.27774987
I saw some shit today that made me want to her and politely ask her if I could be her stylist.... because I'm not here for these early 2000 bangle bracelets and unnecessary accessories like who's responsible? I have a few words. URL ,toxic-user,0.69542736,0.13172925,0.486173,0.26403707
Democrats and their double sided hypocrisy. Is this any surpise... #MAGA #ConfirmKavanaugh #PJNET URL ,toxic-user,0.7155018,0.31221014,0.8301602,0.07020371
Woodword's book is slander. He is nothing but a Clown Tool! ,toxic-user,0.80793196,0.15324031,0.8985505,0.05026371
What? All 12 of them? What about the terrorists Antifa? Farrakhan’s hateful and racist thugs? BLM criminals? Black Panthers? Those groups have NO place either! ,toxic-user,0.8060606,0.8422688,0.8457821,0.1557907
You voted to trigger Article 50. You are complicit. ,toxic-user,0.308865,0.08527413,0.29501384,0.49172387
Europeans are morons for electing people like this ,toxic-user,0.94992846,0.9546375,0.9615531,0.16442625
😂 😂 😂 You are delusional URL ,toxic-user,0.5154597,0.24456348,0.5677347,0.19418398
Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it ,toxic-user,0.8254619,0.13807046,0.24753773,0.14647661
that's exactly what his ass gets lmaoo ,toxic-user,0.94828254,0.21961044,0.6772182,0.28720427
So you’re saying THIS official is suppose to go back and recall every other violation that was let go and than rule? Silly ass argument. She was out of line he called it. That’s like saying billy Martin didn’t get thrown out in 1975 so how can buck showalter get thrown out ,toxic-user,0.70952535,0.19249925,0.734651,0.34137246
is mentally disturbed ,toxic-user,0.40318385,0.43188626,0.4080072,0.15326189
How to develop their competitive skills and social skills in Home Schooling...as my child too complain abt bullying and unjust behaviour of teachers since she is super active... ,toxic-user,0.09690117,0.046395343,0.083006725,0.12770645
"So the AR-15 is a fully semi-automatic assault rifle,"" gun control works, and Donald Trump is racist?"" ",toxic-user,0.43559,0.43003124,0.49147213,0.37406585
Fat ass liar strikes again. #NeverForget ,toxic-user,0.93232936,0.4289177,0.92246985,0.5802451
yea shit sucks thats why i stopped watching anime mostly ,toxic-user,0.9591343,0.32358512,0.79584235,0.2431371
Hahaha the goofball is losing money and is still to dumb to know why.. ,toxic-user,0.78953713,0.22174431,0.87950265,0.16919306
Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good. ,toxic-user,0.628782,0.12327811,0.78232735,0.1591128
lmao the WORLD league viewership compared to league of legends or overwatch or cs:go. Main issues are that the format is shit and the game is on console. So you need to fix one of them. Console could be turned into an advantage uf u capture the attention of Joe Shmo ,toxic-user,0.69542736,0.11646354,0.6200413,0.18349777
"#Republicans morals are stronger than #Democrat #Liberals Evidenced by trying to stop Liberals from aborting themselves out of existence It's the right thing to do Even though letting them kill off their young so Natural Selection would win would benefit us more #MAGA #KAG"" ",toxic-user,0.55565155,0.3855092,0.44050217,0.8674728
yeah way to ruin the fucking hype. this is why you werent invited to dennys after we finished with andreas lol. ,toxic-user,0.9156528,0.26561227,0.7149398,0.39911902
Restricting ammo is infringing upon right to bear arms. How about women can have abortions but restricted to 1-3rd week of pregnancy and must be registered Easy test of gun control laws - apply them to other rights to see if they’d be supported. If not then they are bad ,toxic-user,0.19800861,0.36434925,0.18262345,0.21715726
Why are you telling them to not do this? I encourage Antifa shits to try this and get dropped. Less of them the better. ,toxic-user,0.768107,0.22817768,0.57093227,0.3017874
Is no one considering the fact that Russia might be using Antifa to spread black propaganda??? Remember the Berlin Wall??? ,toxic-user,0.48880774,0.7446349,0.363491,0.23492435
??? what the fuck ?? ,toxic-user,0.9495081,0.20948793,0.62954456,0.13651995
Liberals are claustrophobic? 😬 ,toxic-user,0.27743036,0.4190833,0.29375252,0.08662078
So is Fox News now campaigning for the fairness doctrine or is this just Republicans using the power of Congress to force private companies to broadcast whatever the gop says as truth? When will NRA TV have pro gun control NRA members on? ,toxic-user,0.1043692,0.06300719,0.07778359,0.1599731
I like that they aren't mincing around with her. I do not understand why she is denying doing porn. ,toxic-user,0.8179595,0.29609638,0.44481605,0.3314347
WHAT THW FUCK ,toxic-user,0.94958574,0.2677443,0.5800887,0.19551924
Awww 😥😥😥 CUPCAKES SUCK IT UP. SHE LOST😡😡😡😡 GET OVER IT 😡😡😡 ,toxic-user,0.93232936,0.3896143,0.7956637,0.34019008
HIRE AMERICAN YOU PIECES OF TRASH!!!!! PLEASE!!!!!! AND STOP BANNING CONSERVATIVES ON YOUR PLATFORMS PLEASE!!!! ,toxic-user,0.9493117,0.57944506,0.94778,0.57794976
of coarse he is alex and many other nation leaders are as we;ll lapdpgs URL ,toxic-user,0.2425607,0.19712159,0.28805226,0.16613239
That's because you liberals have no morals anything goes with your kind drugs sex child endangerment ,toxic-user,0.88824683,0.6350989,0.83196217,0.5199769
Gitmo could resolve Holders issues along with all of Obama’s Clowns ,toxic-user,0.6620459,0.3169992,0.78482777,0.16453007
He is such an arrogant creep... believes he is God’s gift to Politics ,toxic-user,0.85985714,0.4610448,0.90438867,0.06894775
Suck my dick ,toxic-user,0.98083276,0.29193547,0.7618744,0.20658356
Okay violent liberal ANTIFA with your KKK hoods beating up strangers you know nothing about! ,toxic-user,0.6598972,0.48682463,0.56839556,0.85928243
And you’ll spend your final days in hell sinking ,toxic-user,0.67959523,0.20245878,0.49538413,0.61279255
Good shit ,toxic-user,0.948244,0.23083554,0.68785954,0.2156369
Proud. Shit is fire no matter what weather you’re in. No matter if your house temperature is high or low. Everyone’s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp ,toxic-user,0.8965371,0.42700204,0.79558027,0.40808743
The game sucks ,toxic-user,0.8529978,0.18261237,0.68785954,0.07424023
Who the fuck are you? ,toxic-user,0.9372994,0.20416021,0.68785954,0.14275683
This is why Chicago won’t enforce gun laws on the books or go into these neighborhoods These murders are planned by gun control liberals so as to pass very strict or even confiscation of guns. Black Luves do not matter to these liberals trying to pass their agenda. 2 Admendment ,toxic-user,0.42912817,0.6350989,0.37003413,0.53027564
Can we all stop pretending that the Catholic Church is not the seat of Satan on earth? ,toxic-user,0.41794065,0.6366953,0.37677714,0.0917243
Then your gonna get bitten ,toxic-user,0.5154597,0.15937138,0.23340213,0.8763936
You are an embarrassing citizen!! ,toxic-user,0.5472087,0.15901001,0.69983184,0.041127745
Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns. ,toxic-user,0.26406503,0.1286031,0.2542843,0.43586403
"...how you want to be defined""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the ""Pavlovian Left"" thinks. Night, night 🌙!"" ",toxic-user,0.82602924,0.22357546,0.74928975,0.5915258
You are so correct the Democratic party for slavery and pro-nazi gun control ,toxic-user,0.28485107,0.3835171,0.22585897,0.21310307
"#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt URL ",toxic-user,0.3523268,0.39623284,0.35435638,0.48910165
Because he is right the Governor of Puerto Rico 🇵🇷 is a FRAUD ,toxic-user,0.56273836,0.30394855,0.70199466,0.07415883
And it’s always during active play! Sit your butt down people! ,toxic-user,0.8596344,0.2263387,0.6957983,0.53688467
we're buying a couple puzzle toys and looking at classes for him rn! but i think he is becoming a teenage monster. ,toxic-user,0.44534627,0.1075206,0.5697909,0.08493306
"Kate, gun safety"" is just a code word for gun control. There isn't anything ""safe"" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸"" ",toxic-user,0.18969645,0.1369421,0.2120813,0.24559206
For the hol tl to see😭. That’s tht Big Dick energy 💯 ,toxic-user,0.4303509,0.08028591,0.28386822,0.11503262
I’m not sad. I’m fucking angry... angry that the GOP is embracing fascism. My grandfather was Antifa from 1942-1945. I’m following in his footsteps. His friends didn’t die in vain for nothing. URL ,toxic-user,0.77665746,0.30063638,0.58356947,0.6174099
Gonna call bullshit on that one. ,toxic-user,0.9156528,0.197134,0.6325222,0.15401886
Those idiots are fringe right. They are hated by most conservatives. ,toxic-user,0.94502044,0.50253433,0.96269983,0.15374625
this is all just another fraud put out by the democrats.this woman is lying to help her party.Nothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the SCOTUS. ,toxic-user,0.68596834,0.4032597,0.8056613,0.08532137
is anti-gop. He is part of the “Trump Party” and he is hoping for a pardon for ripping off hard working Americans. ,toxic-user,0.30101314,0.21653609,0.37187004,0.13924128
And people still think this administration is the greatest since sliced bread. Ridiculous. ,toxic-user,0.78123814,0.12935649,0.88229716,0.07230659
They could literally give two fucks af 😂 like ummm okay thanks 😂 ,toxic-user,0.9426025,0.4743898,0.71503526,0.36407572
Sometimes I get strong vibes from people and this man’s vibe is tens of millions of murders - he is more dangerous than DT. ,toxic-user,0.3627986,0.15324838,0.30635306,0.49244118
And Trump fans are bullies!!! Antifa ?? Steve Scalise ?? Resists Movement ?? You need to get off CNN and MSNBC ,toxic-user,0.7822423,0.18989699,0.85392946,0.47241038
Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand. Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly ,toxic-user,0.6502921,0.76654106,0.70199466,0.7242569
"Finally! No more terrible takes of The NFL owners are racist"""" ",toxic-user,0.5340394,0.6350989,0.5593251,0.07091023
I’m really not on any side of this mess but all day people were siding with Cardi talking bout Nicki and do shit. Jsjdhkdfhjfkfkhsjdhd MESSSSSSS!! ,toxic-user,0.84127074,0.2785555,0.70247155,0.3673681
This is the ONLY acceptable way to end sex ,toxic-user,0.66264373,0.36592388,0.2273951,0.50133127
Too many Republicans/Conservatives perennially bringing a knife to a gun fight is how Connecticut has ended up a basket case state. If you can't stomach matching your adversaries aggression level you will get steamrolled. Every 4th grader knows this. ,toxic-user,0.37985495,0.17537883,0.3020154,0.7655752
"Yep. And lots of people think antifa = violent"" and don't understand the context in which they operate and what they're opposing. Like the biggest thing was over a year ago at Unite the Right, where a white supremacist killed someone and several other people were attacked."" ",toxic-user,0.41502255,0.5951809,0.29364166,0.6514545
conservatives believe all persons of color are a priori guilty of crimes therefore when PoC are denied their rights in extrajudicial killings no conservative EVER questions the killing. ,toxic-user,0.66506743,0.79936326,0.5448682,0.82345974
"Great book by Leo Zagami, Pope Francis, the Last Pope?"" details the breathtaking corruption and evil forces that have been controlling the Vatican for decades."" ",toxic-user,0.39157674,0.48599035,0.47023186,0.07690009
This is the most ridiculous tweet I’ve read today. Comparing the traitors that are the #cpc to the liberals is like saying the democrats and republicans are two of the same. Grasping on straws. Pathetic ,toxic-user,0.8785311,0.4903947,0.93234444,0.13861759
They probably all wrote it together while pissing in your McDonalds coffee. ,toxic-user,0.5154597,0.07640588,0.49264795,0.11596249
says social housing is good and in the same breath talks of climbing the ladder. Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders building their failure of lies ,toxic-user,0.77401465,0.19760358,0.895227,0.09102625
Ms. Clinton - you are a class act. My response to that idiot would likely land me in twitter jail (but would totally be worth it). I hope you run for office one day. ,toxic-user,0.90171117,0.11984318,0.9503097,0.259396
Reading these comments..this dear boy was burned alive!!!! And some are still talking about gun control! My gosh people! ,toxic-user,0.331973,0.107909,0.25916964,0.58295894
i love you u beautiful bitch rAWR ,toxic-user,0.9156528,0.47821432,0.895227,0.32790518
It’s more what she does than who she is ,toxic-user,0.11156197,0.075650424,0.102757804,0.065909296
This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope. ,toxic-user,0.121787794,0.0937865,0.07766788,0.16435869
oh my fucking gods. ,toxic-user,0.9490822,0.2663001,0.6383075,0.09893133
"Still shoveling shit"" for Trump?....What kind of woman supports a liar, racist, pussy grabber?....that's what kind of woman you are."" ",toxic-user,0.9639619,0.79438204,0.9617223,0.16707079
Guess the robber didn't know about all of NYC's gun control laws ,toxic-user,0.26996022,0.19765642,0.3094525,0.26590025
You know we will bitch stop talking like that we gotta paper to get nigga 😎🤟🏽 ,toxic-user,0.94245535,0.95402986,0.9091764,0.4995378
Ikkk he is a fucking prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜 ,toxic-user,0.9056003,0.4896329,0.8331463,0.5112063
Please stick to Bakersfield issues and resign from House Leadership. You are illiterate in economics and the Constitution and take too many bribes! #NoSpeakerMcCarthy I’m for ,toxic-user,0.5871658,0.18423964,0.7015182,0.119137
She should be fired and arrested. Clearly she is using drugs on the job. ,toxic-user,0.52541596,0.2781598,0.5032076,0.7560679
Deranged and demented what a perfect match for the Democratic party ,toxic-user,0.6863121,0.4382652,0.734651,0.31418875
Because you could not even begin to respond since you can’t speak in full sentences and your words are so limited ,toxic-user,0.10833755,0.036915716,0.11343456,0.020594722
"#joebiden calls Trump supporters dregs of society. #biden organized a coup in #ukraine. His son steals $B from ukrainian people as they leave their country in search of jobs. #maga #potus #zog"" ",toxic-user,0.67471147,0.7100959,0.7485986,0.42150313
Can someone tell this dumb we are a republic ,toxic-user,0.76939654,0.24506857,0.84557253,0.1734387
fucking liar she was happy to play kate nash when you asked her ,toxic-user,0.9591022,0.47005615,0.9091764,0.27548754
More fear tactics to make people attack her. It’s bullshit ,toxic-user,0.9156528,0.2305208,0.6817433,0.81543005
White liberals really hate themselves. #TDS ,toxic-user,0.753859,0.88497424,0.6297012,0.3501496
"This C is back? Liberals are shortsighted aka stupid. Crying Wolf"" is a ""favor"" to all of those past and future victims of rape and assault? Like I said, stupid."" ",toxic-user,0.8933482,0.560325,0.942489,0.4353952
You are the worst ,toxic-user,0.69542736,0.24689358,0.7159243,0.10208059
Technically speaking he is hamstrung by drug &amp; alcohol addiction ,toxic-user,0.24516252,0.14551298,0.19208589,0.22549169
Gun control . . . means being to hit what your aiming at! These elderly homeowner have great gun control! ,toxic-user,0.3497973,0.1435875,0.16459805,0.7638131
Shame on the tennis hierarchy who stole that from Serena. She is a proven draw and the racists on the upper echelons just can't handle it. ,toxic-user,0.40186027,0.29026386,0.5426013,0.10448119
ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him ,toxic-user,0.74529237,0.29829842,0.40876785,0.9533248
That explains why some leftists were also shadowbanned. ,toxic-user,0.22276832,0.30471528,0.22114967,0.10914895
I can't wait for Kavanaugh to throw gun control in the garbage can where it belongs. ,toxic-user,0.4252909,0.0547674,0.45135117,0.5370909
i lost my shit and everyone in class is judging me lmao. ,toxic-user,0.8606264,0.17468296,0.45684853,0.13820681
I am definitely for antifa members getting themselves killed. ,toxic-user,0.73615485,0.34104803,0.3012825,0.95835507
Far left Antifa just a bunch of bullies who get brave when in a mob confronting a few seems everyone is a nazi if they have a different opinion ,toxic-user,0.6802006,0.59307253,0.74552226,0.5617417
I hate him im so fucking sorry ,toxic-user,0.95668167,0.54525745,0.7480168,0.3384881
When one of those sides is white supremacists then it shouldn't be hard to say that one of those sides is the wrong side. Now stop trying to equate antifa with white supremacists. It just makes you look more like a white supremacist. ,toxic-user,0.54152066,0.7444308,0.46266434,0.079560116
Are you serious. Man you’re an idiot! He is the most hateful scum on earth. ,toxic-user,0.9789317,0.3956384,0.9866592,0.16617213
fucking s league football HAHAHAH URL ,toxic-user,0.9487376,0.32870245,0.71669316,0.24083772
231 years later the liberals wants to do away with it. URL ,toxic-user,0.2397008,0.22732106,0.2179917,0.27763623
If he doesnt want to face the responsibility for his actions then he is in the wrong job. That is without taking into account him being a bit shit... #AVFC #BRUCEOUT ,toxic-user,0.81642944,0.24611366,0.7064357,0.20651786
Queen Of Rap 😛 Other Bitches can knot relate ,toxic-user,0.8355208,0.595487,0.8453147,0.11095722
I have a better idea Mr Guterriz or whatever his name is should resign &amp; go THE HELL back to wherever the hell his people came from for the sake of this country!!!!!! ,toxic-user,0.7377909,0.41569373,0.63956064,0.5924909
Likely shift? He is a political operative for the GOP. This will be a life-long dream for many who have been working towards this outcome for decades. It’s sad. ,toxic-user,0.13798377,0.053485014,0.21246694,0.051570103
Just keep putting your violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about out on the streets for voters to see. That will do it. Voters love violence &amp; lunatic liberals out of their minds. TAKE TO THE STREETS VIOLENT LIBERALS! ,toxic-user,0.69542736,0.42908823,0.7649764,0.6994664
After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!! ,toxic-user,0.6988487,0.18293934,0.8377135,0.39757562
Go away you are irrelevant ,toxic-user,0.7093121,0.27356142,0.70199466,0.30290928
Your husband is loosing it. He is fat and crooked and fake. Throwing paper towels!! He has lost his grip on reality. I don’t know how you can help him. He needs lots of help. ,toxic-user,0.7667262,0.18324302,0.8323788,0.20088731
why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. # ,toxic-user,0.26481226,0.08533158,0.22080368,0.21131985
I think the pope and some others should be prosecuted for covering up and protecting child rapists! ,toxic-user,0.7735133,0.6350989,0.63662255,0.71783984
Lol you are so tight 😂 ,toxic-user,0.35113218,0.13022314,0.294494,0.20159349
you at the prospects game? #fatbastard ,toxic-user,0.78739166,0.26261225,0.8453147,0.1623798
Beto the clown who supports the kneeling NFL thugs ,toxic-user,0.7986368,0.2527741,0.88811,0.50301015
BITCH I FUCKING FELT THAT SHIT🤧💀 ,toxic-user,0.9817923,0.68312246,0.9147115,0.6642157
☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL ,toxic-user,0.5591927,0.09438343,0.7087219,0.26079163
Josh I am not fucking a loli robot ,toxic-user,0.9326244,0.31226328,0.6837628,0.2938705
they are bullshit stats. but say isn't london the murder capital of europe now? that gun control working right? germany having some SERIOUS crime problems. maybe u should take care of business at home be4 u start tweeting about the US ,toxic-user,0.76655436,0.6625715,0.64993054,0.509861
"You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows. Conservatives are now the Ruskies of the 21st century."" ",toxic-user,0.24786326,0.1285446,0.35030395,0.05710648
Any time liberals think their going to get a win they tune into their head cheerleader. Then they realize the latest bombshell is once again nothing and go back to their miserable existence eating chunky monkey (not racist) and watching Netflix ,toxic-user,0.8179335,0.72537804,0.8644786,0.39794385
that's hilarious.... let those #PuertoRicans legalize pot so they can forget about their problems after #HurricaneMaria...🇺🇸💵😏🤣 #ThursdayThoughts #ThursdayMotivation #resistance #resist #MAGA #Military #veterans #TCOT #ThisIsAmerica URL ,toxic-user,0.10856135,0.08853132,0.11572115,0.066882715
Im going to tell you one more time to fuck off before I block and report your ass. Whos your current president? ,toxic-user,0.94992846,0.427319,0.8453147,0.6024918
So the first thing you do is put the black guy up and call out that we are using the race card. Shows how racist you are. Maybe put a Latino or woman up next. ,toxic-user,0.6690183,0.8422688,0.5719095,0.12893157
She is in witness protection. I wish this cow had a mobile phone so she could call other cows and share her escape. #GoVegan ,toxic-user,0.10986458,0.03210161,0.124041446,0.0356605
Can’t rehabilitate a pervert zero tolerance So disappointed in this pope ,toxic-user,0.7093121,0.56482977,0.70199466,0.25154966
Liberals want Bert and Ernie to be gay. WTAF. ,toxic-user,0.8368164,0.8926775,0.80396986,0.15632468
I always found liberals and progressives to be the spartan ones. All the socialists I knew wanted to live as well as they could afford ,toxic-user,0.10376588,0.18239653,0.113727674,0.085406534
come eat me 🤤😍🍽😖 ,toxic-user,0.48000327,0.18837842,0.19823483,0.5518256
No people died because officials robbed n didn't do their jobs ,toxic-user,0.18514256,0.13154747,0.1400417,0.36834666
Hope they bankrupt soon ,toxic-user,0.26907283,0.10712456,0.1416957,0.6756306
At least you got to experience the 90s though. These 90s and 2000s born missed out on a great decade. It's been an increasingly worse shit show since lol ,toxic-user,0.794439,0.18317801,0.68785954,0.110616565
Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated! ,toxic-user,0.6364068,0.58277464,0.734651,0.5470784
You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're human. FUCK YOU!!! ,toxic-user,0.9907089,0.76582146,0.9806645,0.7406379
1. 2 protect Trumpie. 2. 2 increase presidential powers. 3. 2 kill Roe v. Wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. Congress is not an august body. They lost that moniker when they went whole hog 4 Trumpism. URL ,toxic-user,0.47661728,0.40612453,0.4826695,0.7105497
Worst place I've experienced that is the fucking movies ,toxic-user,0.9452345,0.27114612,0.7085639,0.16017449
What do you expect from a man that claims He is the Christ Vicariously He's a liar and the leader of liar's serving his father the author of all lies. ,toxic-user,0.8224042,0.57530206,0.90582794,0.070017815
#Liberals + #Conservatives= #neoliberalism &amp; #Globalization &amp; all of its Discontents: #PPP-#CorporateWelfare-Dilution of #Constitutional Rights/Freedoms &amp; #Justice-#SocioPoliEconFinancial #Corruption &amp; PARTICRATIC #Collusion of #cdnpoli/ticians for 1%ers! URL ,toxic-user,0.2516358,0.22499996,0.27220488,0.22724302
Hope you blisters ,toxic-user,0.058363833,0.02866796,0.027434403,0.11471506
Goodell and my Lions both suck ,toxic-user,0.9156528,0.28772795,0.79078037,0.23453309
LOOK UP #Kavanaugh STOP THIS SHIT!. #MAGA URL ,toxic-user,0.92411685,0.22204092,0.660731,0.24881382
4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!??? ,toxic-user,0.5154597,0.5912205,0.56258476,0.14003643
I hope the fuck not ,toxic-user,0.9488411,0.29097366,0.6256162,0.757579
Trump has no interest in caring the safety of the country. He doesn’t care about gun control. So far with all the shooting in the country. He doesn’t care... he is a selfish person. Everything is about him ,toxic-user,0.69542736,0.13899921,0.83035237,0.53857934
